model_name	total_datasets	average_accuracy	total_time_s	average_time_s	average_train_ratio
step-50	149	0.395084	848.008	5.691	0.799911
step-100	149	0.493403	852.306	5.720	0.799911
step-150	149	0.533637	869.531	5.836	0.799911
step-200	149	0.534501	866.498	5.815	0.799911
step-250	149	0.535015	859.172	5.766	0.799911
step-300	149	0.535856	862.323	5.787	0.799911
step-350	149	0.536109	858.924	5.765	0.799911
step-400	149	0.542581	863.093	5.793	0.799911
step-450	149	0.549098	867.010	5.819	0.799911
step-500	149	0.566552	867.620	5.823	0.799911
step-550	149	0.587205	869.073	5.833	0.799911
step-600	149	0.608716	877.319	5.888	0.799911
step-650	149	0.620975	880.074	5.907	0.799911
step-700	149	0.625772	875.853	5.878	0.799911
step-750	149	0.628225	875.691	5.877	0.799911
step-800	149	0.638063	879.340	5.902	0.799911
step-850	149	0.654973	882.640	5.924	0.799911
step-900	149	0.670099	875.555	5.876	0.799911
step-950	149	0.674443	874.202	5.867	0.799911
step-1000	149	0.674942	875.851	5.878	0.799911
step-1050	149	0.673283	884.712	5.938	0.799911
step-1100	149	0.685050	878.707	5.897	0.799911
step-1150	149	0.698342	876.809	5.885	0.799911
step-1200	149	0.700881	877.120	5.887	0.799911
step-1250	149	0.709881	877.947	5.892	0.799911
step-1300	149	0.719368	871.753	5.851	0.799911
step-1350	149	0.727155	864.649	5.803	0.799911
step-1400	149	0.719681	886.493	5.950	0.799911
step-1450	149	0.736818	879.392	5.902	0.799911
step-1500	149	0.734650	884.312	5.935	0.799911
step-1550	149	0.748888	876.997	5.886	0.799911
step-1600	149	0.738377	878.695	5.897	0.799911
step-1650	149	0.752473	876.323	5.881	0.799911
step-1700	149	0.756632	878.693	5.897	0.799911
step-1750	149	0.765462	875.566	5.876	0.799911
step-1800	149	0.766267	869.550	5.836	0.799911
step-1850	149	0.767740	884.646	5.937	0.799911
step-1900	149	0.768500	873.800	5.864	0.799911
step-1950	149	0.769295	874.898	5.872	0.799911
step-2000	149	0.770944	878.028	5.893	0.799911
step-2050	149	0.772390	875.360	5.875	0.799911
step-2100	149	0.778490	884.058	5.933	0.799911
step-2150	149	0.776130	871.813	5.851	0.799911
step-2200	149	0.772989	873.560	5.863	0.799911
step-2250	149	0.772191	861.789	5.784	0.799911
step-2300	149	0.780116	879.901	5.905	0.799911
step-2350	149	0.780460	879.645	5.904	0.799911
step-2400	149	0.782936	864.453	5.802	0.799911
step-2450	149	0.783437	876.781	5.884	0.799911
step-2500	149	0.782954	879.206	5.901	0.799911
step-2550	149	0.785232	873.416	5.862	0.799911
step-2600	149	0.781755	878.378	5.895	0.799911
step-2650	149	0.785436	871.226	5.847	0.799911
step-2700	149	0.784752	866.034	5.812	0.799911
step-2750	149	0.788228	882.318	5.922	0.799911
step-2800	149	0.784401	859.196	5.766	0.799911
step-2850	149	0.790959	875.064	5.873	0.799911
step-2900	149	0.788016	889.778	5.972	0.799911
step-2950	149	0.789193	871.566	5.849	0.799911
step-3000	149	0.785051	863.011	5.792	0.799911
step-3050	149	0.791197	875.509	5.876	0.799911
step-3100	149	0.792630	877.605	5.890	0.799911
step-3150	149	0.796615	872.001	5.852	0.799911
step-3200	149	0.795149	871.272	5.847	0.799911
step-3250	149	0.797341	873.135	5.860	0.799911
step-3300	149	0.794731	882.503	5.923	0.799911
step-3350	149	0.790778	865.562	5.809	0.799911
step-3400	149	0.796724	872.916	5.858	0.799911
step-3450	149	0.794362	872.255	5.854	0.799911
step-3500	149	0.798491	873.970	5.866	0.799911
step-3550	149	0.797342	875.344	5.875	0.799911
step-3600	149	0.796688	860.851	5.778	0.799911
step-3650	149	0.800738	879.075	5.900	0.799911
step-3700	149	0.795730	871.071	5.846	0.799911
step-3750	149	0.799131	880.352	5.908	0.799911
step-3800	149	0.795966	868.986	5.832	0.799911
step-3850	149	0.801763	874.681	5.870	0.799911
step-3900	149	0.798241	883.006	5.926	0.799911
step-3950	149	0.798986	864.661	5.803	0.799911
step-4000	149	0.801520	868.067	5.826	0.799911
step-4050	149	0.796725	853.252	5.727	0.799911
step-4100	149	0.803740	867.257	5.821	0.799911
step-4150	149	0.799114	875.092	5.873	0.799911
step-4200	149	0.804936	871.827	5.851	0.799911
step-4250	149	0.801963	852.319	5.720	0.799911
step-4300	149	0.801301	865.310	5.807	0.799911
step-4350	149	0.803254	866.834	5.818	0.799911
step-4400	149	0.802538	871.882	5.852	0.799911
step-4450	149	0.787328	873.844	5.865	0.799911
step-4500	149	0.770442	872.573	5.856	0.799911
step-4550	149	0.797645	866.590	5.816	0.799911
step-4600	149	0.795149	877.636	5.890	0.799911
step-4650	149	0.802273	874.010	5.866	0.799911
step-4700	149	0.791859	868.883	5.831	0.799911
step-4750	149	0.790520	877.235	5.887	0.799911
step-4800	149	0.792814	882.960	5.926	0.799911
step-4850	149	0.795191	874.464	5.869	0.799911
step-4900	149	0.802402	870.829	5.844	0.799911
step-4950	149	0.802598	877.251	5.888	0.799911
step-5000	149	0.795095	876.335	5.881	0.799911
step-5050	149	0.761366	889.744	5.971	0.799911
step-5100	149	0.472188	852.627	5.722	0.799911
step-5150	149	0.525514	851.078	5.712	0.799911
step-5200	149	0.531497	858.123	5.759	0.799911
step-5250	149	0.533400	861.699	5.783	0.799911
step-5300	149	0.538065	864.247	5.800	0.799911
step-5350	149	0.541095	860.193	5.773	0.799911
step-5400	149	0.547401	839.893	5.637	0.799911
step-5450	149	0.625033	875.550	5.876	0.799911
step-5500	149	0.642873	869.760	5.837	0.799911
step-5550	149	0.686784	879.417	5.902	0.799911
step-5600	149	0.743381	875.618	5.877	0.799911
step-5650	149	0.765804	871.816	5.851	0.799911
step-5700	149	0.784795	873.308	5.861	0.799911
step-5750	149	0.787800	876.236	5.881	0.799911
step-5800	149	0.780851	876.432	5.882	0.799911
step-5850	149	0.791813	872.491	5.856	0.799911
step-5900	149	0.785455	878.074	5.893	0.799911
step-5950	149	0.796231	883.479	5.929	0.799911
step-6000	149	0.795700	880.359	5.908	0.799911
step-6050	149	0.797451	874.968	5.872	0.799911
step-6100	149	0.784164	875.062	5.873	0.799911
step-6150	149	0.781505	876.745	5.884	0.799911
step-6200	149	0.792438	873.899	5.865	0.799911
step-6250	149	0.791837	868.750	5.831	0.799911
step-6300	149	0.799181	873.772	5.864	0.799911
step-6350	149	0.797450	869.576	5.836	0.799911
step-6400	149	0.801530	880.354	5.908	0.799911
step-6450	149	0.795776	876.268	5.881	0.799911
step-6500	149	0.788189	874.398	5.868	0.799911
step-6550	149	0.794731	879.570	5.903	0.799911
step-6600	149	0.800662	885.405	5.942	0.799911
step-6650	149	0.798828	870.957	5.845	0.799911
step-6700	149	0.797489	874.459	5.869	0.799911
step-6750	149	0.780762	878.274	5.894	0.799911
step-6800	149	0.800264	877.324	5.888	0.799911
step-6850	149	0.791021	880.047	5.906	0.799911
step-6900	149	0.798540	874.872	5.872	0.799911
step-6950	149	0.799885	877.386	5.888	0.799911
step-7000	149	0.780605	875.166	5.874	0.799911
step-7050	149	0.786990	873.451	5.862	0.799911
step-7100	149	0.751768	870.106	5.840	0.799911
step-7150	149	0.777409	869.929	5.838	0.799911
step-7200	149	0.788949	873.896	5.865	0.799911
step-7250	149	0.791854	877.888	5.892	0.799911
step-7300	149	0.795346	864.647	5.803	0.799911
step-7350	149	0.794392	875.075	5.873	0.799911
step-7400	149	0.730743	858.799	5.764	0.799911
step-7450	149	0.781163	874.432	5.869	0.799911
step-7500	149	0.794135	875.483	5.876	0.799911
step-7550	149	0.792934	873.545	5.863	0.799911
step-7600	149	0.797169	881.117	5.914	0.799911
step-7650	149	0.794473	877.957	5.892	0.799911
step-7700	149	0.799309	869.501	5.836	0.799911
step-7750	149	0.800537	869.048	5.833	0.799911
step-7800	149	0.802004	867.284	5.821	0.799911
step-7850	149	0.801527	880.416	5.909	0.799911
step-7900	149	0.802429	873.141	5.860	0.799911
step-7950	149	0.803208	872.753	5.857	0.799911
step-8000	149	0.799797	862.058	5.786	0.799911
step-8050	149	0.803772	872.209	5.854	0.799911
step-8100	149	0.801530	873.075	5.860	0.799911
step-8150	149	0.799730	869.305	5.834	0.799911
step-8200	149	0.802520	872.029	5.853	0.799911
step-8250	149	0.804506	863.493	5.795	0.799911
step-8300	149	0.805883	876.278	5.881	0.799911
step-8350	149	0.805260	871.681	5.850	0.799911
step-8400	149	0.803289	874.267	5.868	0.799911
step-8450	149	0.806241	864.320	5.801	0.799911
step-8500	149	0.804071	879.855	5.905	0.799911
step-8550	149	0.804587	873.132	5.860	0.799911
step-8600	149	0.804356	869.660	5.837	0.799911
step-8650	149	0.803890	873.662	5.864	0.799911
step-8700	149	0.804385	880.893	5.912	0.799911
step-8750	149	0.805859	870.142	5.840	0.799911
step-8800	149	0.806328	872.643	5.857	0.799911
step-8850	149	0.807073	862.287	5.787	0.799911
step-8900	149	0.804593	876.158	5.880	0.799911
step-8950	149	0.806455	868.082	5.826	0.799911
step-9000	149	0.805425	871.518	5.849	0.799911
step-9050	149	0.807607	867.291	5.821	0.799911
step-9100	149	0.808144	876.185	5.880	0.799911
step-9150	149	0.804761	866.086	5.813	0.799911
step-9200	149	0.807066	879.284	5.901	0.799911
step-9250	149	0.809166	875.247	5.874	0.799911
step-9300	149	0.807638	871.449	5.849	0.799911
step-9350	149	0.807958	876.276	5.881	0.799911
step-9400	149	0.807237	877.293	5.888	0.799911
step-9450	149	0.807845	878.001	5.893	0.799911
step-9500	149	0.808543	855.291	5.740	0.799911
step-9550	149	0.812108	877.577	5.890	0.799911
step-9600	149	0.811694	873.241	5.861	0.799911
step-9650	149	0.811051	867.920	5.825	0.799911
step-9700	149	0.811039	870.739	5.844	0.799911
step-9750	149	0.809879	870.459	5.842	0.799911
step-9800	149	0.812790	875.568	5.876	0.799911
step-9850	149	0.809838	869.335	5.834	0.799911
step-9900	149	0.809142	874.420	5.869	0.799911
step-9950	149	0.810197	877.789	5.891	0.799911
step-10000	149	0.811133	863.627	5.796	0.799911
step-10050	149	0.812589	870.394	5.842	0.799911
step-10100	149	0.811004	865.298	5.807	0.799911
step-10150	149	0.811749	862.859	5.791	0.799911
step-10200	149	0.809041	854.329	5.734	0.799911
step-10250	149	0.807214	877.607	5.890	0.799911
step-10300	149	0.814560	878.711	5.897	0.799911
step-10350	149	0.810456	872.461	5.855	0.799911
step-10400	149	0.814188	876.789	5.884	0.799911
step-10450	149	0.809686	874.409	5.869	0.799911
step-10500	149	0.811775	868.927	5.832	0.799911
step-10550	149	0.811884	873.543	5.863	0.799911
step-10600	149	0.812603	874.753	5.871	0.799911
step-10650	149	0.811356	877.128	5.887	0.799911
step-10700	149	0.810313	878.842	5.898	0.799911
step-10750	149	0.812276	873.941	5.865	0.799911
step-10800	149	0.812750	874.976	5.872	0.799911
step-10850	149	0.812804	876.915	5.885	0.799911
step-10900	149	0.815838	879.116	5.900	0.799911
step-10950	149	0.814238	870.701	5.844	0.799911
step-11000	149	0.814371	876.050	5.880	0.799911
step-11050	149	0.812867	859.294	5.767	0.799911
step-11100	149	0.810634	872.127	5.853	0.799911
step-11150	149	0.815924	874.010	5.866	0.799911
step-11200	149	0.811108	873.248	5.861	0.799911
step-11250	149	0.816640	866.851	5.818	0.799911
step-11300	149	0.815000	872.535	5.856	0.799911
step-11350	149	0.814338	879.601	5.903	0.799911
step-11400	149	0.456446	855.906	5.744	0.799911
step-11450	149	0.522312	861.921	5.785	0.799911
step-11500	149	0.539444	847.477	5.688	0.799911
step-11550	149	0.548991	861.734	5.783	0.799911
step-11600	149	0.585079	863.982	5.799	0.799911
step-11650	149	0.726793	866.623	5.816	0.799911
step-11700	149	0.749634	851.977	5.718	0.799911
step-11750	149	0.773871	856.124	5.746	0.799911
step-11800	149	0.799748	868.483	5.829	0.799911
step-11850	149	0.804114	871.017	5.846	0.799911
step-11900	149	0.809063	874.556	5.870	0.799911
step-11950	149	0.811273	873.586	5.863	0.799911
step-12000	149	0.812231	873.765	5.864	0.799911
step-12050	149	0.811088	863.381	5.795	0.799911
step-12100	149	0.815584	871.892	5.852	0.799911
step-12150	149	0.811473	873.277	5.861	0.799911
step-12200	149	0.815350	871.599	5.850	0.799911
step-12250	149	0.814541	875.333	5.875	0.799911
step-12300	149	0.812325	875.343	5.875	0.799911
step-12350	149	0.816464	871.004	5.846	0.799911
step-12400	149	0.813248	870.823	5.844	0.799911
step-12450	149	0.813922	875.770	5.878	0.799911
step-12500	149	0.814329	873.411	5.862	0.799911
step-12550	149	0.813851	876.554	5.883	0.799911
step-12600	149	0.814340	868.705	5.830	0.799911
step-12650	149	0.815374	872.812	5.858	0.799911
step-12700	149	0.813506	875.848	5.878	0.799911
step-12750	149	0.818899	871.425	5.848	0.799911
step-12800	149	0.810304	873.424	5.862	0.799911
step-12850	149	0.814201	872.313	5.854	0.799911
step-12900	149	0.815275	874.596	5.870	0.799911
step-12950	149	0.816000	878.981	5.899	0.799911
step-13000	149	0.816039	850.333	5.707	0.799911
step-13050	149	0.811978	873.898	5.865	0.799911
step-13100	149	0.815408	856.337	5.747	0.799911
step-13150	149	0.815724	871.149	5.847	0.799911
step-13200	149	0.819857	872.797	5.858	0.799911
step-13250	149	0.817753	875.987	5.879	0.799911
step-13300	149	0.819342	875.271	5.874	0.799911
step-13350	149	0.818700	875.029	5.873	0.799911
step-13400	149	0.817348	873.568	5.863	0.799911
step-13450	149	0.817484	872.796	5.858	0.799911
step-13500	149	0.814666	868.308	5.828	0.799911
step-13550	149	0.817829	871.073	5.846	0.799911
step-13600	149	0.818121	870.543	5.843	0.799911
step-13650	149	0.816615	876.208	5.881	0.799911
step-13700	149	0.817440	872.435	5.855	0.799911
step-13750	149	0.819808	859.782	5.770	0.799911
step-13800	149	0.818222	849.996	5.705	0.799911
step-13850	149	0.818697	877.036	5.886	0.799911
step-13900	149	0.815988	872.603	5.856	0.799911
step-13950	149	0.818387	874.856	5.872	0.799911
step-14000	149	0.816411	856.360	5.747	0.799911
step-14050	149	0.817008	869.105	5.833	0.799911
step-14100	149	0.820396	860.991	5.778	0.799911
step-14150	149	0.818715	871.259	5.847	0.799911
step-14200	149	0.819792	871.686	5.850	0.799911
step-14250	149	0.820502	859.384	5.768	0.799911
step-14300	149	0.817816	866.657	5.816	0.799911
step-14350	149	0.820492	853.757	5.730	0.799911
step-14400	149	0.821237	859.650	5.769	0.799911
step-14450	149	0.821238	861.277	5.780	0.799911
step-14500	149	0.821367	849.471	5.701	0.799911
step-14550	149	0.819751	869.438	5.835	0.799911
step-14600	149	0.816610	868.892	5.831	0.799911
step-14650	149	0.820518	860.638	5.776	0.799911
step-14700	149	0.816032	852.311	5.720	0.799911
step-14750	149	0.818413	857.630	5.756	0.799911
step-14800	149	0.819230	863.269	5.794	0.799911
step-14850	149	0.819123	868.924	5.832	0.799911
step-14900	149	0.817129	850.440	5.708	0.799911
step-14950	149	0.615810	854.939	5.738	0.799911
step-15000	149	0.754974	871.937	5.852	0.799911
step-15050	149	0.805265	866.444	5.815	0.799911
step-15100	149	0.817091	862.198	5.787	0.799911
step-15150	149	0.817624	863.590	5.796	0.799911
step-15200	149	0.817586	862.724	5.790	0.799911
step-15250	149	0.816732	852.661	5.723	0.799911
step-15300	149	0.818913	862.769	5.790	0.799911
step-15350	149	0.817440	861.883	5.784	0.799911
step-15400	149	0.819932	857.474	5.755	0.799911
step-15450	149	0.818644	877.014	5.886	0.799911
step-15500	149	0.817143	874.282	5.868	0.799911
step-15550	149	0.818594	853.810	5.730	0.799911
step-15600	149	0.816231	871.068	5.846	0.799911
step-15650	149	0.820431	856.723	5.750	0.799911
step-15700	149	0.818413	850.370	5.707	0.799911
step-15750	149	0.819320	860.858	5.778	0.799911
step-15800	149	0.819773	872.593	5.856	0.799911
step-15850	149	0.820107	865.594	5.809	0.799911
step-15900	149	0.817881	877.405	5.889	0.799911
step-15950	149	0.819740	855.893	5.744	0.799911
step-16000	149	0.820713	867.187	5.820	0.799911
step-16050	149	0.821751	864.381	5.801	0.799911
step-16100	149	0.819246	873.689	5.864	0.799911
step-16150	149	0.821222	870.795	5.844	0.799911
step-16200	149	0.818894	858.185	5.760	0.799911
step-16250	149	0.819460	861.612	5.783	0.799911
step-16300	149	0.820763	856.368	5.747	0.799911
step-16350	149	0.820208	852.312	5.720	0.799911
step-16400	149	0.822285	857.702	5.756	0.799911
step-16450	149	0.819698	874.926	5.872	0.799911
step-16500	149	0.820944	860.011	5.772	0.799911
step-16550	149	0.820812	868.929	5.832	0.799911
step-16600	149	0.822025	855.376	5.741	0.799911
step-16650	149	0.821329	868.365	5.828	0.799911
step-16700	149	0.819633	863.296	5.794	0.799911
step-16750	149	0.821869	861.837	5.784	0.799911
step-16800	149	0.820133	861.997	5.785	0.799911
step-16850	149	0.820004	850.447	5.708	0.799911
step-16900	149	0.822292	850.567	5.709	0.799911
step-16950	149	0.821407	865.048	5.806	0.799911
step-17000	149	0.821104	867.405	5.822	0.799911
step-17050	149	0.818069	861.043	5.779	0.799911
step-17100	149	0.819999	849.390	5.701	0.799911
step-17150	149	0.822103	872.654	5.857	0.799911
step-17200	149	0.821994	878.016	5.893	0.799911
step-17250	149	0.819520	859.946	5.771	0.799911
step-17300	149	0.818979	849.725	5.703	0.799911
step-17350	149	0.819936	867.134	5.820	0.799911
step-17400	149	0.818482	864.592	5.803	0.799911
step-17450	149	0.819974	873.629	5.863	0.799911
step-17500	149	0.821878	870.182	5.840	0.799911
step-17550	149	0.817801	868.601	5.830	0.799911
step-17600	149	0.815049	869.290	5.834	0.799911
step-17650	149	0.817874	858.405	5.761	0.799911
step-17700	149	0.819151	872.670	5.857	0.799911
step-17750	149	0.818916	848.221	5.693	0.799911
step-17800	149	0.820518	875.564	5.876	0.799911
step-17850	149	0.821327	867.309	5.821	0.799911
step-17900	149	0.820787	857.795	5.757	0.799911
step-17950	149	0.820275	871.959	5.852	0.799911
step-18000	149	0.820505	871.119	5.846	0.799911
step-18050	149	0.820885	867.263	5.821	0.799911
step-18100	149	0.820582	861.359	5.781	0.799911
step-18150	149	0.819766	858.945	5.765	0.799911
step-18200	149	0.819820	860.110	5.773	0.799911
step-18250	149	0.819858	871.538	5.849	0.799911
step-18300	149	0.821590	869.007	5.832	0.799911
step-18350	149	0.820252	862.939	5.792	0.799911
step-18400	149	0.822590	872.990	5.859	0.799911
step-18450	149	0.819605	869.347	5.835	0.799911
step-18500	149	0.822597	869.668	5.837	0.799911
step-18550	149	0.819259	873.068	5.860	0.799911
step-18600	149	0.820225	872.971	5.859	0.799911
step-18650	149	0.819313	858.709	5.763	0.799911
step-18700	149	0.814164	875.266	5.874	0.799911
step-18750	149	0.819581	859.892	5.771	0.799911
step-18800	149	0.819878	875.840	5.878	0.799911
step-18850	149	0.821694	861.422	5.781	0.799911
step-18900	149	0.820076	873.455	5.862	0.799911
step-18950	149	0.821773	871.906	5.852	0.799911
step-19000	149	0.822113	865.635	5.810	0.799911
step-19050	149	0.821624	853.542	5.728	0.799911
step-19100	149	0.820853	872.437	5.855	0.799911
step-19150	149	0.821265	872.008	5.852	0.799911
step-19200	149	0.822729	859.144	5.766	0.799911
step-19250	149	0.822161	873.461	5.862	0.799911
step-19300	149	0.821738	879.531	5.903	0.799911
